Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Hyundai Santro,Delhi,2012,61449,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,Others,5,4,,2.15
Chevrolet Aveo,Pune,2006,78000,Petrol,Manual,Third,14.49 kmpl,1399 CC,92.7 bhp,Others,5,4,,1.2
Chevrolet Cruze,Jaipur,2017,51087,Diesel,Manual,First,17.9 kmpl,1998 CC,163.7 bhp,Black/Silver,5,4,,7.75
Maruti Vitara,Hyderabad,2018,11000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,Others,5,4,,9.4
Maruti Eeco,Pune,2011,45000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,Black/Silver,7,5,4.69 Lakh,2.25
Toyota Fortuner,Kochi,2018,37713,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,White,7,5,,31.62
Maruti Ritz,Coimbatore,2011,88539,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,White,5,4,,3.77
Maruti Ignis,Kochi,2019,12076,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,White,5,4,5.9 Lakh,5.5
Fiat Linea,Kolkata,2010,145000,Diesel,Manual,First,20.4 kmpl,1248 CC,91.7 bhp,Others,5,4,,2.6
BMW 3,Mumbai,2009,61500,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,White,5,4,,8.5
Maruti Ritz,Hyderabad,2011,127887,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,Black/Silver,5,4,,2.95
Mitsubishi Pajero,Mumbai,2013,59000,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,White,7,5,33.09 Lakh,12.75
Hyundai i10,Kolkata,2013,21000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,,2.35
Audi Q7,Bangalore,2015,21000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,White,7,5,,48
Mercedes-Benz GLA,Kolkata,2015,35000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,Black/Silver,5,4,,20.99
Hyundai EON,Bangalore,2013,45010,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,Others,5,4,,2.95
Hyundai i20,Delhi,2012,71000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,Others,5,4,,3.7
Maruti Wagon,Pune,2008,82500,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,White,5,4,,1.75
Ford Figo,Bangalore,2011,68465,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,Others,5,4,,2.95
Mahindra KUV,Kochi,2017,39528,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,Black/Silver,6,4,,5.83
Hyundai i20,Pune,2012,56200,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,White,5,4,,3.85
Maruti Ertiga,Pune,2013,105000,Diesel,Manual,Second,25.47 kmpl,1248 CC,88.50 bhp,White,7,5,12.34 Lakh,6.75
Hyundai Grand,Delhi,2017,8471,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,Black/Silver,5,4,6.54 Lakh,5
Mahindra Scorpio,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,White,8,5,,7.45
Hyundai Xcent,Pune,2018,40000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,White,5,4,6.71 Lakh,5
Hyundai Elantra,Ahmedabad,2018,35000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,Others,5,4,,15
Volkswagen Polo,Pune,2011,65000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,White,5,4,,3
BMW 5,Coimbatore,2016,20967,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,Others,5,4,,44.56
Mercedes-Benz New,Delhi,2012,63000,Diesel,Automatic,First,14.94 kmpl,2143 CC,204 bhp,White,5,4,,14.22
Audi A6,Delhi,2014,56000,Diesel,Automatic,Second,18.53 kmpl,1968 CC,187.74 bhp,White,5,4,,29.5
Land Rover Discovery,Hyderabad,2016,62000,Diesel,Automatic,First,12.51 kmpl,2179 CC,187.7 bhp,Others,7,5,,44.5
BMW 5,Bangalore,2015,16900,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,Black/Silver,5,4,,44
Hyundai EON,Coimbatore,2013,65060,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Black/Silver,5,4,,3.32
Toyota Innova,Pune,2009,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Others,8,5,,4.5
Hyundai Verna,Delhi,2014,61566,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,Others,5,4,,5.85
Mercedes-Benz New,Hyderabad,2017,10000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,Black/Silver,5,4,,36
Honda City,Mumbai,2016,34634,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,White,5,4,,6.9
Tata Nano,Coimbatore,2017,32684,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,White,4,4,,3.23
Volkswagen Polo,Bangalore,2015,46354,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,Black/Silver,5,4,,5.49
Volkswagen Polo,Coimbatore,2015,56900,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,Black/Silver,5,4,,4.1
Volkswagen Polo,Hyderabad,2014,69000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,White,5,4,,5.19
Maruti Wagon,Jaipur,2015,34000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,White,5,4,,3.85
Renault KWID,Kochi,2017,32587,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Others,5,4,,3.71
Maruti Swift,Chennai,2015,29500,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,Others,5,4,,4.15
Hyundai Grand,Mumbai,2017,8500,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,Black/Silver,5,4,,4.8
BMW 6,Kochi,2010,65329,Petrol,Automatic,First,7.94 kmpl,4395 CC,450 bhp,Others,4,4,,20.72
Mercedes-Benz GL-Class,Delhi,2016,16000,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,Black/Silver,7,5,,56
Maruti Swift,Jaipur,2016,54897,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,White,5,4,,7.3
Toyota Corolla,Kolkata,2009,45000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,Black/Silver,5,4,,3.3
Audi A6,Coimbatore,2017,55975,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,Others,5,4,,35.92
Hyundai i10,Coimbatore,2013,32776,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5,4,,4.64
Hyundai Verna,Bangalore,2012,79000,Diesel,Automatic,First,22.0 kmpl,1582 CC,126.2 bhp,Others,5,4,16.6 Lakh,5.25
Honda Amaze,Jaipur,2015,42000,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,Black/Silver,5,4,,4.3
Audi Q7,Coimbatore,2016,51002,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,White,7,5,,48.91
Volkswagen Polo,Mumbai,2016,7523,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,Others,5,4,,6.15
Hyundai i20,Delhi,2015,21000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5,4,,4.9
Renault KWID,Jaipur,2017,33000,Petrol,Automatic,First,24.04 kmpl,999 CC,67 bhp,Others,5,4,,3.2
Hyundai Grand,Kochi,2017,20773,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,White,5,4,8.17 Lakh,5.92
Ford Figo,Pune,2014,21727,Petrol,Manual,First,15.6 kmpl,1196 CC,70.02 bhp,Others,5,4,,3.35
Fiat Grande,Delhi,2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,White,5,4,,1.65
Hyundai Creta,Coimbatore,2017,101065,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,Others,5,4,19.18 Lakh,11.45
BMW X1,Delhi,2011,72000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,Others,5,4,,11
Fiat Linea,Kolkata,2015,32000,Diesel,Manual,First,20.4 kmpl,1248 CC,91.7 bhp,White,5,4,,4.65
Mitsubishi Pajero,Pune,2012,116000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,Black/Silver,6,5,,9.95
Mercedes-Benz New,Pune,2015,50000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,White,5,4,,30
Skoda Rapid,Bangalore,2013,66700,Petrol,Manual,First,15.0 kmpl,1598 CC,103.5 bhp,White,5,4,,4
Volkswagen Polo,Mumbai,2014,54230,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,White,5,4,,4.5
Hyundai Grand,Delhi,2015,59261,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,White,5,4,8.18 Lakh,4.25
Maruti Swift,Jaipur,2016,55000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Black/Silver,5,4,,5.65
Ford Figo,Hyderabad,2014,74624,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,Black/Silver,5,4,,5.65
BMW 5,Coimbatore,2016,19658,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,Others,5,4,,35.84
Hyundai Santro,Kochi,2008,80759,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,Others,5,4,,1.67
Hyundai Grand,Coimbatore,2017,33284,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,Black/Silver,5,4,,5.84
Renault Pulse,Delhi,2016,40190,Petrol,Manual,First,18.06 kmpl,1198 CC,74.93 bhp,Black/Silver,5,4,,4.25
BMW 1,Coimbatore,2015,31821,Diesel,Automatic,First,20.58 kmpl,1995 CC,143 bhp,Others,5,4,,17.22
Chevrolet Beat,Chennai,2010,66000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,Black/Silver,5,4,,2.19
Ford Figo,Coimbatore,2017,28854,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,Black/Silver,5,4,,6.7
BMW 3,Coimbatore,2010,59660,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,White,5,4,,10.49
Hyundai i20,Kolkata,2011,36000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,White,5,4,,2.5
Hyundai Santro,Pune,2011,65400,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,Black/Silver,5,4,,2.1
Hyundai Verna,Kochi,2009,137148,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,Others,5,4,,1.85
Audi A6,Bangalore,2011,50000,Diesel,Automatic,Third,16.77 kmpl,2967 CC,241.38 bhp,Black/Silver,5,4,,21
Mahindra XUV500,Delhi,2012,65000,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,Others,7,5,,5.75
Maruti Celerio,Hyderabad,2015,47020,Petrol,Manual,Second,23.1 kmpl,998 CC,67.04 bhp,White,5,4,,4.5
Mercedes-Benz E-Class,Coimbatore,2016,39753,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,Others,5,4,,35.28
Maruti Alto,Chennai,2015,25000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,White,5,4,,3.5
Hyundai Verna,Bangalore,2012,80000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,White,5,4,,5.25
Honda Amaze,Ahmedabad,2014,59000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Others,5,4,,4.75
Hyundai Xcent,Mumbai,2016,29000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,Others,5,4,,5.95
Mercedes-Benz S,Mumbai,2007,55000,Petrol,Automatic,Third,10.13 kmpl,3498 CC,364.9 bhp,White,5,4,,9.99
Audi A4,Bangalore,2014,37600,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,Black/Silver,5,4,,22.5
Maruti A-Star,Kochi,2010,55324,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,White,5,4,,2.87
Maruti Baleno,Mumbai,2017,16900,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,Black/Silver,5,4,,6.99
Hyundai Santro,Chennai,2005,105000,Petrol,Manual,First,0.0 kmpl,999 CC,null bhp,White,5,4,,1.75
Mercedes-Benz E-Class,Mumbai,2014,72000,Petrol,Automatic,First,12.0 kmpl,1991 CC,184 bhp,White,5,4,,17.25
Toyota Camry,Delhi,2015,25000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,White,5,4,,25
Honda City,Coimbatore,2016,24337,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,,8.18
Volkswagen Polo,Bangalore,2013,37000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Others,5,4,,5.1
Tata Safari,Bangalore,2012,90000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138.03 bhp,White,7,5,,4.6
Volkswagen Polo,Kochi,2011,58752,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Others,5,4,,3.32
BMW X1,Kochi,2017,32838,Diesel,Automatic,First,17.05 kmpl,1995 CC,190 bhp,Black/Silver,5,4,50.97 Lakh,30.29
Renault KWID,Jaipur,2016,26000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Black/Silver,5,4,3.96 Lakh,2.55
Maruti Wagon,Kolkata,2014,23840,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,Others,5,4,,3
Hyundai i20,Ahmedabad,2016,57000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Black/Silver,5,4,,6
Honda Brio,Kochi,2016,27969,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Black/Silver,5,4,,4.73
Mahindra Xylo,Jaipur,2012,55000,Diesel,Manual,Second,14.0 kmpl,2498 CC,112 bhp,White,8,5,,2.9
BMW X5,Hyderabad,2011,75000,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,Black/Silver,5,4,,27.5
Honda Brio,Coimbatore,2013,33709,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,Black/Silver,5,4,,4.9
Toyota Etios,Hyderabad,2014,59589,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,Black/Silver,5,4,,5.6
Ford Figo,Pune,2015,92000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,White,5,4,,4.25
Hyundai Verna,Chennai,2016,31000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,Black/Silver,5,4,,9
Porsche Cayman,Hyderabad,2010,10000,Petrol,Manual,First,9.0 kmpl,3436 CC,null bhp,Others,2,2,,40
Volkswagen Polo,Jaipur,2015,63000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,Black/Silver,5,4,,5.11
Hyundai i20,Ahmedabad,2009,68000,Diesel,Manual,Second,23.0 kmpl,1396 CC,90 bhp,Black/Silver,5,4,,3.95
BMW 5,Pune,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,Others,5,4,,28
Honda Brio,Bangalore,2012,60000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Others,5,4,,3.25
Mahindra XUV500,Jaipur,2014,70669,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Others,7,5,,9
Hyundai Creta,Mumbai,2018,2500,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,White,5,4,,12.75
Maruti Wagon,Pune,2004,82000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,Black/Silver,5,4,,0.85
Hyundai Creta,Jaipur,2015,65800,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,White,5,4,,12.5
Toyota Innova,Mumbai,2014,35000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,Others,7,4,,12.75
Hyundai i20,Jaipur,2013,59000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,White,5,4,,4.1
Toyota Innova,Pune,2016,50296,Diesel,Automatic,Second,11.36 kmpl,2755 CC,171.5 bhp,Black/Silver,7,4,27.07 Lakh,19
Mahindra Scorpio,Kochi,2017,28464,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,Black/Silver,7,5,,13.05
Honda City,Chennai,2013,83432,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5,4,,5.9
Honda Jazz,Mumbai,2016,48719,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,Others,5,4,,6.25
Audi A4,Mumbai,2013,45200,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,Black/Silver,5,4,,13.5
Honda Civic,Ahmedabad,2009,70000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,Others,5,4,,4.25
Chevrolet Beat,Kolkata,2010,30000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,Others,5,4,,1.6
Maruti Ertiga,Chennai,2016,86000,Diesel,Manual,Second,25.47 kmpl,1248 CC,88.50 bhp,White,7,5,10.99 Lakh,8.2
Audi Q3,Bangalore,2015,51000,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,Others,5,4,48.64 Lakh,27.5
Hyundai i10,Mumbai,2011,15590,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Black/Silver,5,4,,2.25
Volkswagen Jetta,Kolkata,2013,58000,Diesel,Manual,First,19.33 kmpl,1968 CC,138.03 bhp,Others,5,4,,5.9
Mini Cooper,Chennai,2012,17000,Petrol,Automatic,Second,16.82 kmpl,1998 CC,189.08 bhp,Black/Silver,4,4,44.28 Lakh,22
Toyota Fortuner,Delhi,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,White,7,5,,18.5
Hyundai i10,Ahmedabad,2013,49000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,,3.2
Hyundai Grand,Mumbai,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,Black/Silver,5,4,,5.45
Maruti Swift,Jaipur,2012,72000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,White,5,4,,4.25
Maruti SX4,Coimbatore,2016,63316,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,Others,5,4,,9.58
Maruti Ciaz,Kochi,2018,15982,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,Others,5,4,,9.96
Tata Indica,Mumbai,2006,133000,Diesel,Manual,Second,16.8 kmpl,1405 CC,68 bhp,Others,5,4,,0.86
Maruti Swift,Hyderabad,2011,130002,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,Black/Silver,5,4,,3.85
Maruti Vitara,Pune,2016,37208,Diesel,,,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,9.93 Lakh,7.43
Ford Ecosport,Mumbai,2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5,4,,6.75
Toyota Fortuner,Ahmedabad,2015,65012,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,White,7,5,32.45 Lakh,18.9
Hyundai i20,Pune,2017,10000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Black/Silver,5,4,,6.5
Maruti 800,Jaipur,2006,165000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,Others,4,4,,0.9
Hyundai i20,Jaipur,2018,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Black/Silver,5,4,,6.5
Honda City,Kolkata,2015,45000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,White,5,4,,5.25
Tata Indica,Pune,2014,180000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,White,5,4,,2.5
Tata Nano,Chennai,2011,35000,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,Black/Silver,4,4,,1.6
Chevrolet Beat,Kochi,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,White,5,4,,3.32
Volkswagen Vento,Pune,2011,57328,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,Black/Silver,5,4,,3.39
Audi Q7,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,Others,7,5,,43.35
Ford Freestyle,Jaipur,2018,1001,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,White,5,4,8.44 Lakh,7.23
Maruti Alto,Chennai,2011,75000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Black/Silver,5,4,,2.1
Hyundai Verna,Hyderabad,2011,51500,Petrol,Manual,Second,16.2 kmpl,1599 CC,103.2 bhp,Black/Silver,5,4,,2.6
Hyundai Xcent,Mumbai,2014,64241,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,Others,5,4,8.27 Lakh,3.67
Chevrolet Beat,Jaipur,2010,26000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,Black/Silver,5,4,,1.5
Honda Jazz,Hyderabad,2016,44345,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,White,5,4,,6.1
Honda Jazz,Hyderabad,2015,33000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,Black/Silver,5,4,10.17 Lakh,7.25
Toyota Corolla,Pune,2011,116000,Diesel,Manual,Second,21.43 kmpl,1364 CC,138 bhp,Black/Silver,5,4,,5.75
Honda CR-V,Jaipur,2008,100009,Petrol,Manual,Second,13.1 kmpl,1997 CC,141.1 bhp,Black/Silver,5,4,,6.5
Volkswagen Polo,Delhi,2013,75000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Black/Silver,5,4,,3.25
Toyota Innova,Mumbai,2006,127001,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,White,8,5,,4.95
Skoda Rapid,Kochi,2014,33855,Petrol,Manual,First,15.0 kmpl,1598 CC,103.6 bhp,Others,5,4,,5.09
Maruti A-Star,Pune,2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,White,5,4,,2
Hyundai Verna,Bangalore,2012,97000,Diesel,Automatic,Second,19.08 kmpl,1582 CC,126.32 bhp,White,5,4,,6.5
Maruti Ertiga,Ahmedabad,2013,67443,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,White,7,5,,5.75
Volvo XC60,Kochi,2014,86925,Diesel,Automatic,First,11.2 kmpl,2400 CC,215 bhp,Others,5,4,,17.18
Maruti SX4,Chennai,2010,87000,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,Black/Silver,5,4,,2.8
Toyota Etios,Kochi,2017,27100,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,Black/Silver,5,4,,6.37
Jaguar XJ,Mumbai,2017,10501,Petrol,Automatic,First,9.43 kmpl,1999 CC,237.4 bhp,White,5,4,,75
Hyundai Verna,Mumbai,2011,58000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,Black/Silver,5,4,,4
Honda City,Pune,2004,73500,Petrol,Manual,Second,13.0 kmpl,1343 CC,90 bhp,White,5,4,,1.3
Toyota Innova,Kochi,2018,41736,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,Black/Silver,7,4,27 Lakh,19.92
Honda City,Mumbai,2011,84000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,Others,5,4,,3.25
BMW 3,Bangalore,2014,47000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,White,5,4,,25.5
Hyundai Grand,Jaipur,2016,26946,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,,4.45
Maruti Eeco,Coimbatore,2016,42225,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,Black/Silver,7,5,4.98 Lakh,4.3
Jeep Compass,Mumbai,2017,4000,Petrol,Automatic,First,16.0 kmpl,1368 CC,160 bhp,White,5,4,23.68 Lakh,17.75
Mercedes-Benz A,Pune,2015,11000,Petrol,Automatic,First,15.5 kmpl,1595 CC,120.7 bhp,Black/Silver,5,4,,16
Maruti Alto,Pune,2012,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,,2.25
Hyundai i10,Chennai,2012,49000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,White,5,4,,3
Honda CR-V,Jaipur,2006,80000,Petrol,Automatic,Third,10.1 kmpl,2354 CC,152 bhp,Black/Silver,5,4,,2
Honda City,Coimbatore,2015,41950,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,White,5,4,,9.6
Hyundai Elite,Kochi,2016,37540,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,Black/Silver,5,4,,6.22
Mahindra Scorpio,Chennai,2005,50000,Diesel,Manual,First,12.7 kmpl,2609 CC,116.6 bhp,White,8,5,,1.94
BMW 5,Hyderabad,2016,27000,Diesel,Automatic,First,18.59 kmpl,2993 CC,265 bhp,White,5,4,78.31 Lakh,48
Hyundai Verna,Kochi,2014,35642,Petrol,Automatic,First,17.01 kmpl,1591 CC,121.4 bhp,White,5,4,,6.69
Hyundai Elite,Kochi,2018,14223,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,Others,5,4,,7.32
Volkswagen Polo,Kochi,2015,26323,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,Black/Silver,5,4,10.83 Lakh,7.4
Honda Jazz,Mumbai,2016,31378,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,White,5,4,8.71 Lakh,5.9
Mercedes-Benz GLA,Kochi,2018,17773,Petrol,Automatic,First,13.7 kmpl,1991 CC,183 bhp,White,5,4,39.22 Lakh,26.76
Toyota Qualis,Pune,2004,77757,Diesel,Manual,Second,13.1 kmpl,2446 CC,75 bhp,Black/Silver,10,5,,3.5
Skoda Octavia,Chennai,2006,72000,Diesel,Manual,Second,18.7 kmpl,1896 CC,66 bhp,Black/Silver,5,4,,3.2
Maruti Vitara,Kochi,2018,57078,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,11.58 Lakh,10.19
Volkswagen Polo,Mumbai,2017,27853,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,Others,5,4,11.26 Lakh,8.25
Honda City,Kochi,2016,36367,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,White,5,4,,7.73
Ford Ecosport,Jaipur,2014,93321,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5,4,,6.25
BMW 3,Hyderabad,2010,73336,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,White,5,4,,10.69
BMW 3,Hyderabad,2015,30000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,Others,5,4,,22
Maruti Swift,Coimbatore,2014,57676,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,White,5,4,,6.69
Toyota Fortuner,Delhi,2013,65000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,White,7,5,,16.5
Hyundai Santro,Kolkata,2007,46707,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,Others,5,4,,0.99
